landslide_id,label,block_id,split,longitude,latitude,elev_mean,slope_mean
LS_01209,1,45_78,test,80.55658249855041,7.138164520263672,679.40625,26.488683700561523
LS_01211,1,45_78,test,80.63430559635162,7.137584686279297,881.1409912109375,14.038471221923828
LS_01212,1,45_78,test,80.59545564651489,7.129203796386719,691.33642578125,21.22763442993164
LS_01213,1,45_78,test,80.55367024739584,7.127172470092774,715.527587890625,25.006505966186523
LS_01214,1,45_78,test,80.54955377578736,7.075685501098633,578.0362548828125,11.519556045532228
LS_01215,1,45_78,test,80.60878232809213,7.111787796020508,813.823974609375,20.197179794311523
LS_01217,1,45_77,train,80.61968231201172,7.05443000793457,743.9024658203125,11.095979690551758
LS_01218,1,45_78,test,80.61489629745483,7.093000411987305,1079.827880859375,16.63982391357422
LS_01219,1,45_78,test,80.62046602037218,7.099897384643555,1142.247314453125,21.060714721679688
LS_01221,1,45_78,test,80.62302625179291,7.112522125244141,917.00146484375,13.643614768981934
LS_01222,1,45_78,test,80.61384642464463,7.120234418442621,968.281005859375,17.547122955322266
LS_01223,1,45_78,test,80.61913903554282,7.129053115844727,1023.8224487304688,17.559711456298828
LS_01225,1,46_78,val,80.64966187110315,7.142446517944336,946.3297729492188,20.74176025390625
LS_01226,1,46_78,val,80.66020425160727,7.141401290893555,931.5052490234376,17.884510040283203
LS_01228,1,46_78,val,80.71150461832681,7.144285202026367,1137.3017578125,28.6943416595459
LS_01230,1,46_78,val,80.71244049072266,7.133119583129883,1097.4739990234375,18.365352630615234
LS_01232,1,46_78,val,80.65420818328857,7.121408462524414,1019.0507202148438,16.7049503326416
LS_01233,1,46_78,val,80.64470863342285,7.104957580566406,1037.987060546875,12.98460578918457
LS_01235,1,45_78,test,80.63230419158936,7.090387344360352,1236.0865478515625,25.857746124267575
LS_01236,1,45_78,test,80.63571882247925,7.083034515380859,1146.781005859375,26.980579376220703
LS_01238,1,46_78,val,80.66898941993713,7.081157684326172,1023.466552734375,13.835448265075684
LS_01241,1,46_78,val,80.68376964992947,7.071811676025391,1075.0604248046875,21.325847625732425
LS_01244,1,46_78,val,80.70974690573556,7.062788009643555,1401.168212890625,13.917367935180664
LS_01246,1,46_78,val,80.72364012400308,7.056558609008789,1685.2767333984375,13.962373733520508
LS_01247,1,46_78,val,80.69245648384094,7.076946258544922,1412.276123046875,19.216840744018555
LS_01249,1,46_78,val,80.67836093902588,7.089570999145508,1395.134033203125,22.038728713989254
LS_01250,1,46_78,val,80.70186685167141,7.119441817865253,1458.0423583984375,21.122329711914062
LS_01253,1,46_78,val,80.67599296569824,7.121009826660156,1231.169189453125,26.43950653076172
LS_01254,1,46_78,val,80.68199646472931,7.119634628295898,1368.9599609375,20.38046264648437
LS_01255,1,46_79,test,80.72292065620422,7.177570343017578,905.34130859375,17.241132736206055
LS_01257,1,47_79,train,80.739772605896,7.185617446899414,773.155517578125,24.122217178344727
LS_01259,1,47_79,train,80.73712175233024,7.191871643066406,774.9570922851562,25.042015075683597
LS_01260,1,47_79,train,80.73036766052246,7.191089630126953,863.2091064453125,26.084285736083984
LS_01274,1,47_79,train,80.73050438274038,7.205875396728516,659.896484375,23.375953674316406
LS_01279,1,47_79,train,80.7284746170044,7.20042610168457,728.9952392578125,27.840961456298828
LS_01280,1,47_79,train,80.7649981469819,7.215417861938477,513.783447265625,20.21957015991211
LS_01281,1,46_79,test,80.72097698847452,7.212038040161133,672.7650146484375,19.39830780029297
LS_01283,1,47_79,train,80.73535537719727,7.199501037597656,687.868408203125,21.560047149658203
LS_01289,1,46_79,test,80.705557346344,7.2112274169921875,828.9375,22.727697372436523
LS_01290,1,46_79,test,80.69167073717378,7.2008204234320825,1102.918212890625,20.87570571899414
LS_01292,1,46_79,test,80.69194869995117,7.211198806762695,1110.9437255859375,21.85600852966309
LS_01294,1,46_79,test,80.68141038647661,7.206387364649467,906.427001953125,16.331161499023438
LS_01295,1,46_79,test,80.65793157305036,7.203378677368164,826.0928955078125,13.782970428466797
LS_01296,1,46_79,test,80.66656875610352,7.207118988037109,820.0335693359375,7.113465785980225
LS_01298,1,46_79,test,80.65650097529092,7.213235855102539,899.947021484375,14.821698188781738
LS_01300,1,45_79,train,80.63676810264587,7.213600158691406,997.4869384765624,18.306751251220703
LS_01303,1,46_79,test,80.64518594741821,7.201904296875,901.2387084960938,19.70614624023437
LS_01308,1,45_79,train,80.63432994255652,7.19202995300293,665.7581787109375,13.13294506072998
LS_01310,1,46_79,test,80.65251159667969,7.188409805297852,717.39453125,18.09626579284668
LS_01313,1,46_79,test,80.67230180788394,7.174496632858304,969.3607177734376,20.69533920288086
LS_01314,1,46_79,test,80.68136011237672,7.177290668170304,1093.7900390625,20.18177795410156
LS_01315,1,46_79,test,80.68462216854095,7.187400817871094,890.9039306640625,12.955799102783203
LS_01316,1,46_79,test,80.67122631072998,7.183656692504883,962.8321533203124,15.497686386108398
LS_01319,1,46_79,test,80.64101274555782,7.1495002413934365,924.8505859375,19.535606384277344
LS_01320,1,46_79,test,80.68652454325786,7.158760875782246,1179.159423828125,14.996175765991213
LS_01321,1,46_79,test,80.6725262800644,7.159586913124437,916.1138916015624,16.228622436523438
LS_01324,1,46_79,test,80.64363861083984,7.184930801391602,668.4322509765625,11.69264793395996
LS_01325,1,45_79,train,80.62716286385108,7.187479019165039,624.5560302734375,18.88302230834961
LS_01327,1,45_79,train,80.61996777852377,7.195934295654297,576.652587890625,20.431529998779297
LS_01328,1,45_79,train,80.63040781021118,7.206483840942383,735.74853515625,20.289085388183597
LS_01329,1,45_79,train,80.62773591963972,7.211854934692383,780.820068359375,22.402721405029297
LS_01330,1,45_79,train,80.61273701985678,7.179269790649414,637.4005126953125,14.912372589111328
LS_01331,1,45_79,train,80.6257459640503,7.175600051879883,697.6173095703125,15.672576904296877
LS_01332,1,45_79,train,80.55658448397458,7.173046112060547,532.0942993164062,14.534711837768556
LS_01333,1,45_79,train,80.54745038350424,7.16944694519043,740.0811157226562,25.822681427001957
LS_01334,1,45_79,train,80.61438179016113,7.162832260131836,751.2607421875,11.676809310913086
LS_01335,1,44_79,train,80.54371695085005,7.149808883666992,700.7997436523438,24.02448463439941
LS_01336,1,44_78,train,80.49992911020914,7.142875671386719,319.9974365234375,18.584495544433597
LS_01338,1,44_79,train,80.53167957729764,7.157100677490234,616.8040771484375,26.9520320892334
LS_01342,1,44_79,train,80.52653063668146,7.163166046142578,460.9767150878906,26.07515335083008
LS_01343,1,44_79,train,80.54208183288574,7.193647384643555,677.9325561523438,15.461663246154783
LS_01344,1,43_79,train,80.37957791487375,7.228626251220703,283.3100280761719,16.095340728759766
LS_01346,1,43_79,train,80.37117055294476,7.221136744169927,225.9234619140625,10.807868957519531
LS_01347,1,43_79,train,80.38386025148279,7.210805892944336,280.951171875,15.029016494750977
LS_01348,1,43_79,train,80.43857645988464,7.204046249389648,287.0262451171875,14.12940502166748
LS_01349,1,43_79,train,80.39493009779189,7.195093154907227,433.73577880859375,17.382314682006836
LS_01350,1,43_79,train,80.42436049534724,7.167879104614258,328.9714660644531,18.87130355834961
LS_01351,1,43_79,train,80.42762875556946,7.154319763183594,822.6119384765625,27.403017044067383
LS_01353,1,43_79,train,80.43739318847656,7.154850006103516,666.4832763671875,28.174169540405277
LS_01355,1,43_79,train,80.4436867237091,7.155895233154297,585.72900390625,26.46111297607422
LS_01357,1,43_79,train,80.45124626159668,7.151451110839844,425.4351806640625,22.0264949798584
LS_01358,1,43_79,train,80.41314690696198,7.16555754996621,300.1780700683594,11.662612915039062
LS_01359,1,42_79,train,80.28786512215933,7.219482421875,164.07167053222656,13.043730735778809
LS_01360,1,42_79,train,80.28125,7.219560623168945,185.5440826416016,14.204814910888672
LS_01361,1,42_79,train,80.29504618644714,7.208282470703125,155.77090454101562,12.047310829162598
LS_01362,1,41_79,test,80.22227878570557,7.219060897827148,125.7988739013672,13.900115966796877
LS_01363,1,41_79,test,80.25745391845703,7.18058967590332,122.38431549072266,15.979659080505373
LS_01364,1,40_79,train,80.17978950988561,7.18057042978141,122.8881378173828,15.444415092468262
LS_01365,1,46_79,test,80.65724563598633,7.179887771606445,797.7531127929688,20.26059341430664
LS_01366,1,46_79,test,80.66224417479143,7.189014434814454,779.3746337890625,14.289130210876465
LS_01368,1,45_78,test,80.5831111272176,7.087043762207031,819.0231323242188,17.58226203918457
LS_01369,1,45_79,train,80.62018752098083,7.222286224365234,703.8292236328125,19.289703369140625
LS_01370,1,46_78,val,80.67173194885254,7.090856552124023,1266.7030029296875,19.96065139770508
LS_01372,1,46_78,val,80.69276898406272,7.063652038574219,1036.5550537109375,22.727516174316406
LS_01373,1,46_78,val,80.68682366032755,7.058298110961914,808.2534790039062,12.70850944519043
LS_01374,1,46_79,test,80.64433002471924,7.158428192138672,869.888916015625,19.3201961517334
LS_01376,1,46_83,train,80.69023027420045,7.549356460571289,697.2808227539062,20.287612915039062
LS_01378,1,46_83,train,80.70451164245605,7.535984039306641,735.3190307617188,24.254541397094727
LS_01379,1,47_82,train,80.7767162322998,7.473899841308594,629.287353515625,22.335254669189453
LS_01380,1,48_80,train,80.86250718434653,7.293048858642578,759.2940673828125,21.514129638671875
LS_01381,1,46_77,train,80.67151363079364,7.044641494750977,1138.87646484375,30.091522216796875
LS_01383,1,49_78,train,80.92212613423665,7.129976272583008,789.6026611328125,17.417205810546875
LS_01384,1,47_79,train,80.80995305379233,7.180273056030273,721.2476806640625,26.318958282470703
LS_01385,1,49_82,train,80.91303372383118,7.420356750488281,402.143310546875,14.22133445739746
LS_01386,1,49_81,val,80.91469836235046,7.410720825195312,579.0198364257812,24.856325149536133
LS_01387,1,49_81,val,80.92017936706543,7.416847229003907,342.27557373046875,20.10853576660156
LS_01388,1,49_82,train,80.92679858207703,7.422145843505859,192.48187255859372,6.25205659866333
LS_01391,1,49_81,val,80.92624568939209,7.399169921875001,668.9332275390625,23.279937744140625
LS_01393,1,49_81,val,80.92104816436768,7.404809951782227,671.9307861328125,16.111494064331055
LS_01395,1,49_82,train,80.94468720753989,7.4248046875,168.21383666992188,12.499906539916992
LS_01396,1,49_79,val,80.96832545598349,7.152654647827148,397.601318359375,16.10854721069336
LS_01397,1,49_79,val,80.93919753483985,7.1600341796875,737.745361328125,23.144916534423828
LS_01401,1,49_79,val,80.97244135538736,7.159934997558594,407.7711791992188,18.7266845703125
LS_01404,1,49_78,train,80.97716858603738,7.146902084350585,663.5164794921875,21.83504295349121
LS_01410,1,49_78,train,80.93173967997234,7.131681442260742,870.5703125,26.88256072998047
LS_01411,1,49_78,train,80.93164745966592,7.1244049072265625,711.8789672851562,21.092926025390625
LS_01412,1,49_78,train,80.97134304046631,7.140388488769531,437.0452270507813,18.47443008422852
LS_01413,1,49_79,val,80.92149114608765,7.169593811035156,687.9199829101562,27.40418243408203
LS_01417,1,48_79,train,80.8998670578003,7.152120590209961,392.5877380371094,22.839439392089844
LS_01418,1,49_79,val,80.92040379842123,7.1490631103515625,836.3055419921875,24.174240112304688
LS_01420,1,46_84,val,80.67227249145508,7.630966186523437,336.1964111328125,19.97129821777344
LS_01421,1,46_84,val,80.68909601064829,7.614225387573242,475.97857666015625,20.32933807373047
LS_01422,1,47_83,train,80.76373195648193,7.592615127563477,316.8658447265625,15.114055633544922
LS_01423,1,47_84,train,80.7436169896807,7.606006622314453,412.78118896484375,18.49872589111328
LS_01426,1,46_83,train,80.72297634395389,7.584799292363844,766.7237548828125,24.77972412109375
LS_01430,1,46_83,train,80.69785176790677,7.594436645507812,790.7034912109375,22.76634979248047
LS_01433,1,46_83,train,80.68756471361434,7.590307235717773,754.0609130859375,22.071495056152344
LS_01435,1,46_83,train,80.69258642196655,7.575634002685548,679.0964965820312,17.375442504882812
LS_01439,1,48_83,val,80.89002497990927,7.556201934814453,208.6822052001953,18.7305965423584
LS_01443,1,48_83,val,80.85826365152994,7.523595809936523,269.1539611816406,16.426279067993164
LS_01444,1,48_83,val,80.88078673680624,7.520381927490234,425.68011474609375,18.98115348815918
LS_01446,1,48_83,val,80.89240582784018,7.52092170715332,216.22604370117188,22.236896514892575
LS_01447,1,48_82,test,80.9008430334238,7.492534637451172,302.3910522460937,19.00467300415039
LS_01448,1,49_82,train,80.91089057922363,7.4875736236572275,290.0597229003906,26.7739315032959
LS_01450,1,49_82,train,80.91975426673889,7.496986389160156,169.1981201171875,15.834587097167969
LS_01452,1,49_82,train,80.9185375066904,7.48466682434082,153.07757568359375,11.261759757995604
LS_01453,1,48_82,test,80.89542073469896,7.481538772583008,294.0469970703125,22.825756072998047
LS_01454,1,48_82,test,80.88873985835484,7.47697639465332,254.38560485839844,20.102842330932617
LS_01458,1,48_82,test,80.86162992624136,7.45952033996582,350.4052124023437,19.90173721313477
LS_01459,1,48_82,test,80.87018274793438,7.448799133300781,328.63641357421875,18.472591400146484
LS_01461,1,48_82,test,80.82982326854359,7.435331344604492,896.4908447265625,29.02252769470215
LS_01467,1,47_82,train,80.8177705563997,7.433139801025391,845.8259887695312,24.52219009399414
LS_01469,1,48_82,test,80.82463894392315,7.4184417724609375,736.265380859375,28.745227813720703
LS_01474,1,48_81,val,80.8228383594089,7.396306991577148,1153.58154296875,32.059654235839844
LS_01475,1,47_81,train,80.81784194580902,7.3996653710754945,1496.7415771484375,35.76087951660156
LS_01477,1,48_81,val,80.83280881245932,7.401613235473633,966.968994140625,37.51266479492188
LS_01478,1,48_81,val,80.83780517578126,7.407087326049805,717.9126586914062,28.231014251708984
LS_01480,1,48_81,val,80.83344167785992,7.416470371869377,649.35888671875,26.100975036621094
LS_01482,1,48_82,test,80.83589066609943,7.431235199147365,814.626220703125,30.36963653564453
LS_01487,1,48_81,val,80.87220055716378,7.414831161499023,759.6085815429688,22.33726501464844
LS_01495,1,49_81,val,80.91593382285703,7.393345458150286,908.628662109375,20.43677520751953
LS_01497,1,49_81,val,80.93371684734637,7.3972015380859375,392.9432373046875,13.752416610717772
LS_01498,1,49_81,val,80.93109202384949,7.406164169311523,339.12548828125,15.815492630004885
LS_01499,1,50_81,test,81.005344581604,7.407743453979492,165.42446899414062,18.62701797485352
LS_01504,1,48_82,test,80.89888191223145,7.422098159790039,809.4072265625,20.91168594360352
LS_01505,1,48_82,test,80.86601452827453,7.439104080200195,397.2972412109375,22.54278564453125
LS_01507,1,48_81,val,80.85603419939676,7.407722473144531,691.465576171875,18.56692123413086
LS_01511,1,48_81,val,80.87324369521369,7.402860641479492,868.9777221679688,22.69140625
LS_01515,1,48_81,val,80.88165264594846,7.41212272644043,1021.21484375,28.885780334472656
LS_01517,1,48_82,test,80.84413480758667,7.429807662963867,536.658935546875,22.5672664642334
LS_01522,1,47_81,train,80.79936246871948,7.38502311706543,1348.1043701171875,26.50754165649414
LS_01524,1,47_81,train,80.80768687370508,7.3589957897849265,1493.255126953125,24.923248291015625
LS_01525,1,48_81,val,80.82265663146973,7.364473342895508,1418.830322265625,28.24831199645996
LS_01526,1,48_81,val,80.82904259363809,7.391700744628907,890.8223266601562,29.371566772460938
LS_01527,1,48_81,val,80.83939317018303,7.37741457348266,1026.12158203125,22.91265296936035
LS_01529,1,48_81,val,80.85050463676453,7.367725372314453,977.1508178710938,23.271339416503903
LS_01530,1,48_81,val,80.84549827575684,7.371814727783203,1088.81689453125,25.552133560180664
LS_01534,1,48_81,val,80.83787751197815,7.360805511474609,1282.844970703125,20.56659698486328
LS_01537,1,48_81,val,80.83254528045654,7.356651306152344,1313.5570068359375,22.027244567871094
LS_01538,1,48_81,val,80.84169673919678,7.353796005249023,1058.7176513671875,22.668058395385746
LS_01539,1,48_81,val,80.84373452952227,7.365300570044776,1093.947509765625,26.42597198486328
LS_01540,1,48_81,val,80.83580708503723,7.350429534912109,1363.5999755859375,29.30499839782715
LS_01543,1,48_81,val,80.85548496246338,7.356555938720703,775.995849609375,19.886669158935547
LS_01544,1,48_81,val,80.86170554161072,7.359268188476562,834.5023193359375,19.06285095214844
LS_01550,1,48_81,val,80.86864709854126,7.363790512084961,757.87060546875,19.42255401611328
LS_01552,1,48_81,val,80.86020147800446,7.37584114074707,1085.7379150390625,26.567176818847656
LS_01562,1,48_81,val,80.87141949789864,7.376794815063477,1034.0076904296875,31.219776153564453
LS_01563,1,48_81,val,80.88972846984863,7.393680572509766,824.6282348632812,12.559101104736328
LS_01567,1,48_81,val,80.87083053588867,7.352399826049805,648.711181640625,17.39805793762207
LS_01568,1,48_81,val,80.89751633008322,7.358909606933594,621.6747436523438,15.855849266052246
LS_01573,1,48_81,val,80.8781943321228,7.379573822021484,842.2633056640625,25.78941345214844
LS_01574,1,48_81,val,80.8843822479248,7.375110626220703,732.6541748046875,21.7800350189209
LS_01580,1,48_81,val,80.90021018981933,7.378316879272461,551.6064453125,18.58182144165039
LS_01583,1,49_81,val,80.91734838485718,7.386873245239258,688.5724487304688,20.24117088317871
LS_01586,1,49_81,val,80.92290878295898,7.383750915527344,640.2238159179688,23.74165344238281
LS_01589,1,49_81,val,80.92890103658041,7.392242431640625,660.0429077148438,30.2689151763916
LS_01592,1,49_81,val,80.9294533839129,7.377835095002713,409.207275390625,23.8225154876709
LS_01593,1,49_81,val,80.93071413040161,7.36488151550293,262.9791564941406,22.05370330810547
LS_01595,1,48_81,val,80.90427843729654,7.373266220092773,571.6785888671875,22.8906192779541
LS_01596,1,50_81,test,81.00549666777901,7.368350982666016,134.49737548828125,14.293035507202148
LS_01597,1,49_80,train,80.96722888946533,7.317922592163086,268.2344055175781,21.622432708740234
LS_01598,1,49_80,train,80.95453698294503,7.310134887695312,517.1505737304688,24.974096298217773
LS_01599,1,49_80,train,80.96692848205566,7.327594757080078,244.99436950683597,21.83897018432617
LS_01601,1,49_81,val,80.96479415893555,7.342931747436523,241.6776428222656,24.782379150390625
LS_01602,1,47_81,train,80.80658388137817,7.348134994506836,1218.859130859375,17.520538330078125
LS_01604,1,47_80,train,80.80491173267365,7.326927185058594,770.2021484375,23.61638641357422
LS_01606,1,47_81,train,80.8115873336792,7.33070182800293,833.901123046875,27.385929107666016
LS_01612,1,48_81,val,80.82600593566895,7.329877853393555,1033.6064453125,20.54676818847656
LS_01613,1,48_80,train,80.81914036614555,7.320877075195312,886.1385498046875,25.156139373779297
LS_01614,1,48_80,train,80.81989786359999,7.312158584594727,908.383056640625,20.40536499023437
LS_01616,1,48_81,val,80.84850172996521,7.352069854736328,904.8748779296876,19.362653732299805
LS_01620,1,48_81,val,80.85115242004395,7.343767166137695,1019.6758422851562,19.360462188720703
LS_01621,1,48_81,val,80.84500535329184,7.346267700195312,1113.736328125,29.79395866394043
LS_01627,1,48_81,val,80.8240966796875,7.345998764038086,1210.9681396484375,21.937763214111328
LS_01628,1,47_81,train,80.80959812800089,7.33961296081543,1125.4666748046875,24.49717140197754
LS_01629,1,47_81,train,80.81602355412075,7.338438034057617,984.4642333984376,25.93139266967773
LS_01631,1,47_80,train,80.80795599619547,7.314655303955078,654.26806640625,22.980445861816406
LS_01635,1,48_81,val,80.84847679138184,7.33116340637207,1454.4599609375,25.350908279418945
LS_01642,1,48_81,val,80.86453444617135,7.350898742675781,669.957763671875,18.380992889404297
LS_01645,1,48_81,val,80.86084222793579,7.345563888549805,877.7486572265625,26.0153865814209
LS_01646,1,48_81,val,80.87094731026508,7.345462799072266,852.7874145507812,18.879844665527344
LS_01649,1,48_81,val,80.86520494416345,7.33909747541801,996.4602661132812,23.665416717529297
LS_01653,1,48_81,val,80.87688048680624,7.33897590637207,803.1839599609375,24.05235481262207
LS_01655,1,48_81,val,80.85513324737549,7.328714370727539,1395.304443359375,28.628433227539062
LS_01661,1,48_80,train,80.87133062802829,7.321142196655273,986.8657836914062,28.817874908447266
LS_01663,1,48_80,train,80.89069080352783,7.321390151977539,969.454833984375,26.209304809570312
LS_01666,1,48_80,train,80.8963451385498,7.317068099975586,935.1148071289062,20.839893341064453
LS_01667,1,48_80,train,80.89753804210893,7.311304032295682,812.0592651367188,16.315624237060547
LS_01674,1,48_80,train,80.8774141898522,7.310346603393555,697.5697021484375,15.087265014648438
LS_01675,1,48_80,train,80.86535739898682,7.311882019042969,1050.73779296875,20.36802864074707
LS_01676,1,48_80,train,80.8710175620185,7.314470291137695,865.8466796875,23.72063636779785
LS_01678,1,48_80,train,80.87421024762668,7.327611923217773,782.8815307617188,21.435523986816406
LS_01679,1,48_81,val,80.86576925662132,7.332857388239706,1105.275390625,24.270862579345703
LS_01681,1,48_80,train,80.88943547259726,7.310418343147739,831.2040405273438,25.49651908874512
LS_01686,1,48_80,train,80.89262580871582,7.305526733398437,655.138427734375,13.080059051513672
LS_01687,1,49_80,train,80.9338120866864,7.309020667714401,776.0567016601562,16.111793518066406
LS_01689,1,49_80,train,80.93356018066406,7.31834602355957,879.743896484375,25.176074981689453
LS_01690,1,49_80,train,80.9398078918457,7.31184196472168,804.52490234375,25.20454406738281
LS_01692,1,49_81,val,80.91498756408691,7.330436706542969,734.3346557617188,25.58578109741211
LS_01693,1,48_81,val,80.90250206517355,7.346993195044886,761.673095703125,17.023643493652344
LS_01695,1,48_81,val,80.90606331825256,7.352165222167969,653.3126220703125,20.979890823364254
LS_01696,1,49_81,val,80.91620445251465,7.34893798828125,500.0397338867188,26.828014373779297
LS_01697,1,49_80,train,80.95367342138755,7.272852833521591,644.4931640625,27.04003143310547
LS_01698,1,49_80,train,80.95443334579468,7.292474746704102,529.4942016601562,22.52437210083008
LS_01699,1,49_80,train,80.94577119694722,7.291899461199605,976.1062622070312,21.29882049560547
LS_01700,1,49_80,train,80.9501235144479,7.287925720214844,783.348388671875,37.77163314819336
LS_01701,1,49_80,train,80.9477502822876,7.300027847290039,745.8450927734375,25.754358291625977
LS_01703,1,49_80,train,80.9404524826422,7.302263259887695,734.8226318359375,20.973386764526367
LS_01704,1,49_80,train,80.9140062059675,7.302705764770508,810.8652954101562,14.688653945922852
LS_01707,1,48_80,train,80.89964970675382,7.287429809570312,775.0848388671875,21.43732261657715
LS_01709,1,49_80,train,80.92484378814697,7.284866333007812,948.4317016601562,14.592780113220217
LS_01710,1,49_80,train,80.91744790253816,7.283439636230469,704.8369140625,21.55247688293457
LS_01713,1,49_80,train,80.91644859313965,7.275047302246094,587.8575439453125,19.94324111938477
LS_01716,1,49_80,train,80.93074497809778,7.296815872192383,780.5509033203125,18.76293182373047
LS_01717,1,49_80,train,80.92141962051392,7.289543151855469,953.7439575195312,25.593408584594727
LS_01718,1,49_80,train,80.91563405990601,7.296531677246094,790.5352783203125,20.036476135253903
LS_01720,1,48_80,train,80.90750741958618,7.284759521484376,694.486328125,21.277996063232425
LS_01728,1,48_80,train,80.90127754211426,7.279203414916992,833.9579467773438,19.872398376464844
LS_01733,1,49_80,train,80.93990128918698,7.2791786193847665,815.8297119140625,19.86781883239746
LS_01736,1,49_80,train,80.94035761367871,7.262189865112305,554.947998046875,26.68526840209961
LS_01737,1,49_80,train,80.93456506729126,7.269756317138672,798.3828125,26.679725646972656
LS_01741,1,49_80,train,80.92660903930664,7.265567779541016,913.1348266601562,20.45577812194824
LS_01742,1,49_80,train,80.90957609812418,7.266115188598633,481.9426879882813,19.20767974853516
LS_01743,1,48_80,train,80.90525150299072,7.27154541015625,627.193603515625,22.52379608154297
LS_01745,1,48_80,train,80.89939419428508,7.266729354858398,762.69775390625,26.19845199584961
LS_01758,1,48_80,train,80.89177888234457,7.272483825683594,771.870849609375,19.729272842407227
LS_01759,1,48_80,train,80.88478174209595,7.271381378173828,580.3201904296875,24.29194450378418
LS_01770,1,48_80,train,80.86018689473471,7.266633987426758,561.4876708984375,21.253454208374023
LS_01771,1,48_80,train,80.86226344108582,7.273597717285156,555.5983276367188,21.630495071411133
LS_01773,1,48_80,train,80.85452140494132,7.274134145171983,799.919921875,22.21989250183105
LS_01774,1,48_80,train,80.85988159974416,7.285633087158203,754.2393798828125,23.13768768310547
LS_01779,1,48_80,train,80.85472774505615,7.306600570678711,1238.9344482421875,30.514312744140625
LS_01781,1,48_80,train,80.85725712776184,7.300457000732422,969.8955078125,17.55126190185547
LS_01782,1,48_80,train,80.86831295490265,7.303157806396484,901.14306640625,27.53199958801269
LS_01785,1,48_80,train,80.8707259950776,7.297504119541474,705.0940551757812,17.51046371459961
LS_01791,1,48_80,train,80.8965585231781,7.299823760986328,723.58935546875,14.800674438476562
LS_01793,1,48_80,train,80.88918099403381,7.297561645507812,696.12158203125,20.949432373046875
LS_01794,1,48_80,train,80.8923614025116,7.292690277099609,684.8695678710938,22.290809631347656
LS_01798,1,48_80,train,80.88599556279937,7.291467666625977,646.2681884765625,22.53842163085937
LS_01804,1,48_80,train,80.86907575853029,7.281942796575333,514.0305786132812,17.641040802001953
LS_01810,1,48_80,train,80.8824609120687,7.280004501342773,574.83740234375,15.691202163696287
LS_01812,1,48_80,train,80.89188507172372,7.281929655938815,790.7426147460938,17.725643157958984
LS_01815,1,48_80,train,80.86989707946778,7.262332916259766,436.2300415039063,17.026973724365234
LS_01816,1,48_80,train,80.87834893238707,7.265227139067115,604.4674682617188,15.770627975463867
LS_01817,1,48_80,train,80.8244394659996,7.3040008544921875,924.6441040039062,21.391237258911133
LS_01820,1,48_80,train,80.83102111139334,7.296753310273881,795.2733154296875,20.02109146118164
LS_01822,1,48_80,train,80.83900799070085,7.304496765136719,1043.747802734375,34.41282653808594
LS_01823,1,48_80,train,80.84862364085325,7.278972132900453,898.7372436523438,22.853939056396484
LS_01824,1,48_80,train,80.8267126083374,7.268362045288086,816.4739990234375,24.246612548828125
LS_01826,1,48_80,train,80.82073930104573,7.268474578857422,621.617919921875,17.684797286987305
LS_01827,1,47_80,train,80.80176399728177,7.298141232057933,624.2421875,24.74522399902344
LS_01828,1,47_80,train,80.79275131225586,7.282131195068359,515.9683837890625,18.968284606933597
LS_01833,1,47_80,train,80.80216481950548,7.280055999755859,472.7146606445313,20.65321922302246
LS_01834,1,47_80,train,80.78897709316678,7.273014068603516,476.5877075195313,17.12079429626465
LS_01835,1,47_80,train,80.79233090082803,7.267150878906249,583.9847412109375,22.882959365844727
LS_01836,1,47_80,train,80.80027215073748,7.265602111816406,626.7814331054688,18.414684295654297
LS_01839,1,47_80,train,80.78186583518982,7.264324188232422,446.4752502441406,9.14801788330078
LS_01840,1,47_80,train,80.7973508633248,7.246827816844908,492.3376770019531,16.32601547241211
LS_01842,1,47_80,train,80.7918643951416,7.23875617980957,492.9902648925781,24.997539520263672
LS_01845,1,47_79,train,80.7903561592102,7.232353210449219,436.2492370605469,23.52273178100586
LS_01853,1,47_79,train,80.7989044825236,7.23643684387207,523.8668823242188,20.907012939453125
LS_01855,1,47_79,train,80.79506797790528,7.227746963500977,397.6876831054688,22.573875427246094
LS_01856,1,47_79,train,80.80169615523363,7.231103897094727,429.4103698730469,24.92302131652832
LS_01857,1,47_79,train,80.80532956123352,7.222316741943359,379.51116943359375,20.90754127502441
LS_01862,1,47_80,train,80.80290222167969,7.242031097412109,524.9037475585938,19.288959503173828
LS_01868,1,47_79,train,80.79724049568176,7.220493316650391,513.2763061523438,28.39916229248047
LS_01870,1,47_80,train,80.76928636149134,7.25518836682509,484.2483215332031,16.796003341674805
LS_01871,1,47_79,train,80.79109938939413,7.222087860107422,595.10888671875,20.90714263916016
LS_01873,1,48_80,train,80.84623696511252,7.255695343017578,941.342529296875,27.28481674194336
LS_01874,1,48_80,train,80.83436393737793,7.24687385559082,863.6357421875,16.96504783630371
LS_01881,1,48_80,train,80.84580345153809,7.246055603027344,854.9365844726562,24.937135696411133
LS_01885,1,48_80,train,80.85399250454373,7.23979377746582,583.078857421875,28.63505744934082
LS_01891,1,48_80,train,80.84714221954346,7.238449096679687,878.85888671875,29.714988708496094
LS_01893,1,48_79,train,80.83822458440608,7.223468780517578,672.0140380859375,20.914989471435547
LS_01895,1,48_79,train,80.84440272194999,7.232526779174805,658.3628540039062,28.823707580566406
